task_id,selection_status,demonstration_pairs,test_pairs,candidates_considered,exact_training_candidates,collision_candidates,selection_seconds,lodo_pair_exact,lodo_cell_accuracy,novel_test_colors,novel_test_color_count,identity_pair_exact_rate,identity_task_exact,posthoc_oracle_local_exists,posthoc_oracle_neighborhood,posthoc_oracle_model_bits,outcome,selected_neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,mean_test_support,min_test_support,labeled_pairs,pair_exact_count,pair_exact_rate,task_exact,pair_exact_count_pass_at_2,pair_exact_rate_pass_at_2,task_exact_pass_at_2,second_neighborhood,matching_shape_pairs,cell_accuracy,scored_cells,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,dataset,dataset_commit,split,task_index
20270e3b,unsupported_shape_change,4,2,29,0,0,2.550077624619007e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,11
20a9e565,unsupported_shape_change,3,2,29,0,0,9.92906279861927e-07,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,12
21897d95,unsupported_shape_change,4,2,29,0,0,1.100008375942707e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,13
221dfab4,no_deterministic_local_rule,2,2,29,0,29,0.057724951999261975,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,14
247ef758,no_deterministic_local_rule,3,2,29,0,29,0.02477346104569733,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,15
269e22fb,unsupported_shape_change,5,2,29,0,0,2.0319130271673203e-06,,,5;6,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,16
271d71e2,no_deterministic_local_rule,3,1,29,0,29,0.024656245950609446,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,17
28a6681f,selected,3,1,29,1,28,0.020014740992337465,0.0,0.9066666666666666,,0,0.0,0.0,1.0,moore_r2,4126.0,predicted_incorrect,moore_r2,25,28,3085.0,8.0,3093.0,0.04,0.04,1,0,0.0,0.0,0,0.0,0.0,,1,0.9,100,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,18
291dc1e1,unsupported_shape_change,4,1,29,0,0,6.190035492181778e-06,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,19
2b83f449,no_deterministic_local_rule,2,1,29,0,29,0.02018889703322202,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,20
2ba387bc,unsupported_shape_change,4,1,29,0,0,2.627028152346611e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,21
2c181942,no_deterministic_local_rule,3,1,29,0,29,0.060942540992982686,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,22
2d0172a1,unsupported_shape_change,4,2,29,0,0,2.8050271794199944e-06,,,6;7;8,3,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,23
31f7f899,selected,3,1,29,1,28,0.027964995009824634,0.0,0.927765237020316,,0,0.0,0.0,0.0,,,predicted_incorrect,moore_r2,25,32,3502.0,8.0,3510.0,0.4671280276816609,0.4671280276816609,1,0,0.0,0.0,0,0.0,0.0,,1,0.889273356401384,289,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,24
332f06d7,selected,4,1,29,1,28,0.045463245012797415,0.0,0.9482758620689655,,0,0.0,0.0,0.0,,,predicted_incorrect,moore_r2,25,36,3918.0,8.0,3926.0,0.155,0.155,1,0,0.0,0.0,0,0.0,0.0,,1,0.92,400,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,25
35ab12c3,no_deterministic_local_rule,3,1,29,0,29,0.04384298296645284,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,26
36a08778,no_deterministic_local_rule,6,2,29,0,29,0.04580192198045552,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,27
38007db0,unsupported_shape_change,2,2,29,0,0,1.9459985196590424e-06,,,8,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,28
3a25b0d8,unsupported_shape_change,2,2,29,0,0,2.1399464458227158e-06,,,0;5,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,29
3dc255db,no_deterministic_local_rule,3,1,29,0,29,0.019381830003112555,,,2;8,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,30
3e6067c3,no_deterministic_local_rule,3,2,29,0,29,0.06319920299574733,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,31
409aa875,no_deterministic_local_rule,3,1,29,0,29,0.0357101809931919,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,32
446ef5d2,no_deterministic_local_rule,2,2,29,0,29,0.01653258001897484,,,1;6,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,33
45a5af55,unsupported_shape_change,2,1,29,0,0,1.7310958355665207e-06,,,5;7,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,34
4a21e3da,no_deterministic_local_rule,3,1,29,0,29,0.0443650740198791,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,35
4c3d4a41,selected,2,2,29,2,27,0.021465328987687826,0.0,0.86875,9,1,0.0,0.0,0.0,,,predicted_incorrect,von_neumann_r2,13,53,3069.0,8.0,3077.0,0.7375,0.58125,2,0,0.0,0.0,0,0.0,0.0,moore_r2,2,0.903125,320,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,36
4c416de3,no_deterministic_local_rule,3,1,29,0,29,0.06532212696038187,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,37
4c7dc4dd,unsupported_shape_change,2,2,29,0,0,5.198060534894466e-06,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,38
4e34c42c,unsupported_shape_change,2,2,29,0,0,8.909264579415321e-07,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,39
53fb4810,no_deterministic_local_rule,2,1,29,0,29,0.029494716902263463,,,5;6;7,3,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,40
5545f144,unsupported_shape_change,3,1,29,0,0,1.6459962353110313e-06,,,8,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,41
581f7754,no_deterministic_local_rule,3,2,29,0,29,0.028582763043232262,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,42
58490d8a,unsupported_shape_change,3,1,29,0,0,4.661036655306816e-06,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,43
58f5dbd5,unsupported_shape_change,3,1,29,0,0,8.780043572187424e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,44
5961cc34,no_deterministic_local_rule,4,1,29,0,29,0.08295611198991537,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,45
5dbc8537,unsupported_shape_change,2,2,29,0,0,1.7880229279398918e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,46
62593bfd,no_deterministic_local_rule,2,2,29,0,29,0.06521772302221507,,,6;8,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,47
64efde09,no_deterministic_local_rule,2,1,29,0,29,0.0604443890042603,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,48
65b59efc,unsupported_shape_change,3,2,29,0,0,2.1049054339528084e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,49
67e490f4,unsupported_shape_change,2,1,29,0,0,1.7649726942181587e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,50
6e453dd6,no_deterministic_local_rule,3,1,29,0,29,0.02958048100117594,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,51
6e4f6532,no_deterministic_local_rule,2,2,29,0,29,0.04698111105244607,,,0,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,52
6ffbe589,unsupported_shape_change,3,1,29,0,0,2.501998096704483e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,53
71e489b6,selected,3,2,29,1,28,0.05002026294823736,0.0,0.9017964071856287,,0,0.0,0.0,1.0,moore_r2,19834.0,predicted_incorrect,moore_r2,25,90,9535.0,8.0,9543.0,0.3185878106725146,0.26608187134502925,2,0,0.0,0.0,0,0.0,0.0,,2,0.8277591973244147,598,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,54
7491f3cf,selected,4,1,29,1,28,0.04628566699102521,0.0,0.9385714285714286,,0,0.0,0.0,1.0,moore_r2,5894.0,predicted_incorrect,moore_r2,25,43,4646.0,8.0,4654.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.9314285714285714,175,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,55
7666fa5d,no_deterministic_local_rule,2,1,29,0,29,0.024527368019334972,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,56
78332cb0,unsupported_shape_change,3,2,29,0,0,1.827022060751915e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,57
7b0280bc,no_deterministic_local_rule,3,1,29,0,29,0.04426732601132244,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,58
7b3084d4,unsupported_shape_change,3,1,29,0,0,1.6499543562531471e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,59
7b5033c1,unsupported_shape_change,2,1,29,0,0,2.7240021154284477e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,60
7b80bb43,selected,2,1,29,1,28,0.0637124968925491,0.0,0.9730902777777778,8;9,2,0.0,0.0,1.0,moore_r2,4854.0,predicted_incorrect,moore_r2,25,31,3398.0,8.0,3406.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.9716024340770791,493,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,61
7c66cb00,no_deterministic_local_rule,3,1,29,0,29,0.09995410894043744,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,62
7ed72f31,no_deterministic_local_rule,2,2,29,0,29,0.03016079601366073,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,63
800d221b,selected,3,1,29,1,28,0.04720299202017486,0.0,0.7420634920634921,,0,0.0,0.0,0.0,,,predicted_incorrect,moore_r2,25,195,20458.0,8.0,20466.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.84,900,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,64
80a900e0,no_deterministic_local_rule,2,1,29,0,29,0.046454105991870165,,,6;7;9,3,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,65
8698868d,unsupported_shape_change,2,1,29,0,0,1.9830185920000076e-06,,,0;6,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,66
88bcf3b4,no_deterministic_local_rule,5,2,29,0,29,0.033382078050635755,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,67
88e364bc,selected,3,2,29,1,28,0.09116482897661626,0.0,0.9833333333333333,3;6,2,0.0,0.0,0.0,,,predicted_incorrect,moore_r2,25,20,2253.0,8.0,2261.0,0.051250000000000004,0.0025,2,0,0.0,0.0,0,0.0,0.0,,2,0.9725,800,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,68
89565ca0,unsupported_shape_change,3,1,29,0,0,1.912936568260193e-06,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,69
898e7135,unsupported_shape_change,2,1,29,0,0,1.7619458958506584e-06,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,70
8b7bacbf,no_deterministic_local_rule,4,2,29,0,29,0.04958189302124083,,,6;8;9,3,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,71
8b9c3697,no_deterministic_local_rule,3,1,29,0,29,0.0574372080154717,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,72
8e5c0c38,selected,2,2,29,3,26,0.06690118892583996,0.0,0.9865702479338843,3,1,0.0,0.0,1.0,moore_r2,4334.0,predicted_incorrect,moore_r1,9,13,595.0,8.0,603.0,0.0,0.0,2,0,0.0,0.0,0,0.0,0.0,,2,0.9710743801652892,968,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,73
8f215267,no_deterministic_local_rule,3,1,29,0,29,0.07074695499613881,,,5;9,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,74
8f3a5a89,no_deterministic_local_rule,3,1,29,0,29,0.03854918305296451,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,75
9385bd28,no_deterministic_local_rule,4,2,29,0,29,0.03325041406787932,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,76
97d7923e,no_deterministic_local_rule,3,1,29,0,29,0.02000226406380534,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,77
981571dc,no_deterministic_local_rule,4,1,29,0,29,0.1689560329541564,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,78
9aaea919,no_deterministic_local_rule,3,1,29,0,29,0.1224267240613699,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,79
9bbf930d,no_deterministic_local_rule,3,1,29,0,29,0.03793844499159604,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,80
a251c730,unsupported_shape_change,2,1,29,0,0,1.968001015484333e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,81
a25697e4,no_deterministic_local_rule,3,2,29,0,29,0.06139176106080413,,,8,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,82
a32d8b75,unsupported_shape_change,3,2,29,0,0,2.72202305495739e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,83
