active_non_passthrough_gates,augmentation_lodo_cell_accuracy,augmentation_lodo_pair_exact,augmentation_policy,dense_macs_per_cell_step,deployment_demo_cell_accuracy,deployment_demo_task_exact,deployment_eligible,device,elapsed_seconds,epochs_executed,hard_cell_accuracy,hard_demo_cell_accuracy,hard_demo_pair_exact_rate,hard_demo_task_exact,hard_export_equivalent,hard_export_sha256,hard_fixed_width_circuit_bits,hard_gates_per_cell_step,hard_invalid_cells,hard_invalid_denominator,hard_invalid_rate,hard_pair_exact_count,hard_pair_exact_rate,hard_task_exact,hardening_task_drop,lodo_cell_accuracy,lodo_pair_exact,model_description_bits,model_kind,neighborhood,parameter_count,parameter_storage_bits,seed,selected_by_demo,selected_horizon,shape_program,soft_cell_accuracy,soft_pair_exact_count,soft_pair_exact_rate,soft_task_exact,state_bits_per_cell,static_channels,status,task_id,test_active_cells,test_dense_macs,test_dynamic_gate_evaluations,test_executed_steps_per_example,test_fixed_point_steps,test_state_bit_updates,variant,workspace_columns,workspace_rows
37,0.9416243654822335,0.0,d4,,,,,cuda,8.202858500997536,480,0.9453125,0.9416243654822335,0.0,0.0,1.0,dc78a79ee28702c07af6c97e14ef6a17f7bafdc7312713c2df1d32fe62953734,8376,484,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,1.0,1,same,0.80859375,0.0,0.0,0.0,4,1,trained,a834deea,256,,123904,1,[1],1024,dl1_wide,16,16
,,,,,,,1.0,,,,0.9320987654320988,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,a8d7556c,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,0.941358024691358,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9567901234567902,0.0,23402,,von_neumann_r2,,,-1,1.0,,,,,,,,,selected,a8d7556c,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.9320987654320988,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9567901234567902,0.0,50931,,moore_r2,,,-1,1.0,,,,,,,,,selected,a8d7556c,,,,,,,d4_bgpad_sparse,,
9,0.9567901234567902,0.0,d4,,,,,cuda,8.861465532914735,480,0.9320987654320988,0.9362139917695473,0.0,0.0,1.0,10bf9fb4a1eeeec5fff6dd93901553bcbb84ac3b2c61f053461102d4c3690c14,2704,164,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,53136,1,[1],1296,dl1,18,18
5,0.9567901234567902,0.0,d4,,,,,cuda,8.933294050977565,480,0.06790123456790123,0.06378600823045268,0.0,0.0,1.0,47d9f15bf9338a8a4a9e65cab04baeccb9d5b632bcb89a66be5460b20794bc6d,2704,164,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,53136,1,[null],1296,dl1,18,18
8,0.9567901234567902,0.0,d4,,,,,cuda,9.078838241985068,480,0.9320987654320988,0.9362139917695473,0.0,0.0,1.0,9088e38d3f84752bcc6065177290607f7aa412dcedde79219bc738475424a6ed,2704,164,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,53136,1,[1],1296,dl1,18,18
35,0.9567901234567902,0.0,d4,,,,,cuda,12.16599407303147,480,0.8549382716049383,0.8557098765432098,0.0,0.0,1.0,c227caee916c20466aaf140b414375b783fd0b4068cf5f0714f75d844fb7c7d4,8376,484,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,156816,1,[null],1296,dl1_wide,18,18
34,0.9567901234567902,0.0,d4,,,,,cuda,11.574485957040451,480,0.9320987654320988,0.9362139917695473,0.0,0.0,1.0,5a04f9ec218c09916af24313715290bc521e4769148e62a63500a3021e2c978b,8376,484,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,0.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,156816,1,[1],1296,dl1_wide,18,18
30,0.9567901234567902,0.0,d4,,,,,cuda,12.20340625802055,480,0.9320987654320988,0.9362139917695473,0.0,0.0,1.0,f20b4910e9110f34cadc9c1de0e18843c2f4c39db1e652dc606b03b2a32b0338,8376,484,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,1.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,156816,1,[1],1296,dl1_wide,18,18
,,,,,,,1.0,,,,0.9506172839506173,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,b60334d2,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.9938271604938271,0.5,1076,,moore_r1,,,-1,1.0,,,,,,,,,selected,b60334d2,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.9938271604938271,0.5,435,,moore_r1,,,-1,1.0,,,,,,,,,selected,b60334d2,,,,,,,d4_bgpad_sparse,,
14,0.9938271604938271,0.5,d4,,,,,cuda,6.070736863068305,480,0.2962962962962963,0.25925925925925924,0.0,0.0,1.0,0c54049f2986030b83b1e3dc6b13ba26a710d04f0c66d609d4c3c7ff520e733e,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.2962962962962963,0.0,0.0,0.0,4,1,trained,b60334d2,81,,13284,1,[null],324,dl1,9,9
9,0.9938271604938271,0.5,d4,,,,,cuda,6.245251146960072,480,0.24691358024691357,0.21604938271604937,0.0,0.0,1.0,1dba147caaf159db96906fde20666077cd5fa5aefa17fe551a04d40b1c18da3c,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.24691358024691357,0.0,0.0,0.0,4,1,trained,b60334d2,81,,13284,1,[null],324,dl1,9,9
12,0.9938271604938271,0.5,d4,,,,,cuda,5.684910350013524,480,0.345679012345679,0.30246913580246915,0.0,0.0,1.0,64b191e6c424e5dcb83826d49b080bc947618205dcf4148b238eb2a13217eb7e,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.0,0.0,0.0,0.0,4,1,trained,b60334d2,81,,13284,1,[null],324,dl1,9,9
35,0.9938271604938271,0.5,d4,,,,,cuda,6.725480350898579,480,0.345679012345679,0.30246913580246915,0.0,0.0,1.0,2c9edf23ed89ad823322cac99e877ef16ce4e9192f4767ca5475e6e14a9da72f,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.345679012345679,0.0,0.0,0.0,4,1,trained,b60334d2,81,,39204,1,[null],324,dl1_wide,9,9
30,0.9938271604938271,0.5,d4,,,,,cuda,6.878421699046157,480,0.7530864197530864,0.7839506172839507,0.0,0.0,1.0,af6ffa7f014046cec681e674385a226429d12a14b32cf20ca3723c6251651c5a,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.7530864197530864,0.0,0.0,0.0,4,1,trained,b60334d2,81,,39204,1,[null],324,dl1_wide,9,9
35,0.9938271604938271,0.5,d4,,,,,cuda,6.894137062947266,480,0.6049382716049383,0.654320987654321,0.0,0.0,1.0,36032fceaf903168d04bc63b8e269ff91d634a83bf6d426276a763d496753be9,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.6049382716049383,0.0,0.0,0.0,4,1,trained,b60334d2,81,,39204,1,[null],324,dl1_wide,9,9
,,,,,,,1.0,,,,0.04,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,bda2d7a6,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.04,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1683,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,bda2d7a6,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.04,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1466,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,bda2d7a6,,,,,,,d4_bgpad_sparse,,
23,0.0,0.0,none,,,,,cuda,6.796554756932892,480,0.1,0.33088235294117646,0.0,0.0,1.0,328cf3de50b8811d943caab3f4a7b3f356e893fd08ef26e253620cab50f3bc9b,2704,164,0,100,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.16,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,16400,1,"[null,null]",400,dl1,8,8
24,0.0,0.0,none,,,,,cuda,6.5359914059517905,480,0.25,0.36764705882352944,0.0,0.0,1.0,b3bd0154db3810ce4022c06bf61fdacfea3ba7fc3652b0b3e5c854dd04166013,2704,164,2,100,0.02,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.06,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,16400,1,"[null,null]",400,dl1,8,8
21,0.0,0.0,none,,,,,cuda,6.673073145910166,480,0.13,0.3897058823529412,0.0,0.0,1.0,70c42b2f73c1df9e35ea6e3be9f23db23da8b3809b2fcdb439fbd973984e13a7,2704,164,0,100,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.09,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,16400,1,"[null,null]",400,dl1,8,8
48,0.0,0.0,none,,,,,cuda,7.543739378917962,480,0.2,0.3088235294117647,0.0,0.0,1.0,5305a7cd5235633113c25209a04ad5f97538ca0a368d5333d1fdf730a41f6b7d,8376,484,0,100,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.03,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,48400,1,"[null,null]",400,dl1_wide,8,8
62,0.0,0.0,none,,,,,cuda,7.924781334004365,480,0.03,0.5955882352941176,0.0,0.0,1.0,560d05f16f12698bd7fb869fc569df46812136e0aa4799824d2b341439ab72e8,8376,484,6,100,0.06,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.07,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,48400,1,"[null,null]",400,dl1_wide,8,8
54,0.0,0.0,none,,,,,cuda,7.9804560370976105,480,0.09,0.39705882352941174,0.0,0.0,1.0,5ef1bd0c0a878c2aead9e15cfdbbf3fc8963a0fa16857f498f3d41ecec0ff41c,8376,484,9,100,0.09,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.09,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,48400,1,"[null,null]",400,dl1_wide,8,8
,,,,,,,1.0,,,,0.7777777777777778,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,cc9053aa,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,0.7901234567901234,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8115942028985508,0.0,25138,,moore_r2,,,-1,1.0,,,,,,,,,selected,cc9053aa,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.7654320987654321,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8115942028985508,0.0,25138,,moore_r2,,,-1,1.0,,,,,,,,,selected,cc9053aa,,,,,,,d4_bgpad_sparse,,
22,0.8115942028985508,0.0,d4,,,,,cuda,6.12475615600124,480,0.691358024691358,0.5966183574879227,0.0,0.0,1.0,638673bd817897ccac4dcfbea6ce6dfb8422f044818ae2b50600c0fe5e77c08c,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.8024691358024691,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,13284,1,[null],324,dl1,9,9
19,0.8115942028985508,0.0,d4,,,,,cuda,6.133568661985919,480,0.7407407407407407,0.7439613526570048,0.0,0.0,1.0,b2f83ecd17717a39a30708c3fc774f3ec81104a372d91ff9f50337187ae28c87,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,0.7407407407407407,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,13284,1,[null],324,dl1,9,9
22,0.8115942028985508,0.0,d4,,,,,cuda,6.469794086995535,480,0.35802469135802467,0.3357487922705314,0.0,0.0,1.0,2ae140157ab1ae952b11d848dfdecf8ab67ed90343590a401211e7471d3ceeac,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,0.0,1,same,0.35802469135802467,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,13284,1,[null],324,dl1,9,9
43,0.8115942028985508,0.0,d4,,,,,cuda,7.487080013961531,480,0.7654320987654321,0.7729468599033816,0.0,0.0,1.0,f12fc63e18b5068b37d7b2ad4dbbb86463a34e9a613f33f41dd6d4f9801899dc,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,1.0,1,same,0.7654320987654321,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,39204,1,[1],324,dl1_wide,9,9
54,0.8115942028985508,0.0,d4,,,,,cuda,7.345807269914076,480,0.7160493827160493,0.7198067632850241,0.0,0.0,1.0,ce52fe9ac85ba91154ac0c1828a6fea7b71a1f03bce6c37113f77da0263cc71d,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,0.0,1,same,0.7407407407407407,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,39204,1,[null],324,dl1_wide,9,9
51,0.8115942028985508,0.0,d4,,,,,cuda,7.626691370969638,480,0.7407407407407407,0.7439613526570048,0.0,0.0,1.0,bb99fce878ee2fe3bd1b3dc0f82912f12d5e93ac31c7965dc1b2b7b5bfd9f26c,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.7407407407407407,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,39204,1,[null],324,dl1_wide,9,9
